molregno,withdrawn_flag,pref_name,chembl_id,chirality,black_box_warning,polymer_flag,canonical_smiles,level5,level1_description,level2_description,level3_description,level4_description,who_name,warning_type,warning_class,warning_description,warning_country,warning_year
675699,0,CABAZITAXEL,CHEMBL1201748,1,1,0,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,"('L01CD04',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS',)","('Taxanes',)","('cabazitaxel',)",Black Box Warning,"(None,)",,United States,
675700,0,DIFLUPREDNATE,CHEMBL1201749,1,0,0,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"('D07AC19',)","('DERMATOLOGICALS',)","('CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS',)","('CORTICOSTEROIDS, PLAIN',)","('Corticosteroids, potent (group III)',)","('difluprednate',)",,,,,
675703,0,IXABEPILONE,CHEMBL1201752,1,1,0,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,"('L01DC04',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES',)","('Other cytotoxic antibiotics',)","('ixabepilone',)",Black Box Warning,"(None,)",,United States,
675704,0,PITAVASTATIN,CHEMBL1201753,1,0,0,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,"('C10AA08',)","('CARDIOVASCULAR SYSTEM',)","('LIPID MODIFYING AGENTS',)","('LIPID MODIFYING AGENTS, PLAIN',)","('HMG CoA reductase inhibitors',)","('pitavastatin',)",,,,,
675705,0,RUFINAMIDE,CHEMBL1201754,2,0,0,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,"('N03AF03',)","('NERVOUS SYSTEM',)","('ANTIEPILEPTICS',)","('ANTIEPILEPTICS',)","('Carboxamide derivatives',)","('rufinamide',)",,,,,
675711,0,BESIFLOXACIN,CHEMBL1201760,1,0,0,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,"('S01AE08',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('ANTIINFECTIVES',)","('Fluoroquinolones',)","('besifloxacin',)",,,,,
675715,0,FESOTERODINE,CHEMBL1201764,1,0,0,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,"('G04BD11',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('UROLOGICALS',)","('UROLOGICALS',)","('Drugs for urinary frequency and incontinence',)","('fesoterodine',)",,,,,
675721,0,METHYLNALTREXONE BROMIDE,CHEMBL1201770,0,0,0,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[Br-],"('A06AH01',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR CONSTIPATION',)","('DRUGS FOR CONSTIPATION',)","('Peripheral opioid receptor antagonists',)","('methylnaltrexone bromide',)",,,,,
675723,0,PRASUGREL,CHEMBL1201772,0,1,0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,"('B01AC22',)","('BLOOD AND BLOOD FORMING ORGANS',)","('ANTITHROMBOTIC AGENTS',)","('ANTITHROMBOTIC AGENTS',)","('Platelet aggregation inhibitors excl. heparin',)","('prasugrel',)",,,,,
675725,0,SAPROPTERIN,CHEMBL1201774,1,0,0,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1,"('A16AX07',)","('ALIMENTARY TRACT AND METABOLISM',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('Various alimentary tract and metabolism products',)","('sapropterin',)",,,,,
675727,0,TAPENTADOL,CHEMBL1201776,1,1,0,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,"('N02AX06',)","('NERVOUS SYSTEM',)","('ANALGESICS',)","('OPIOIDS',)","('Other opioids',)","('tapentadol',)",,,,,
675731,0,CARGLUMIC ACID,CHEMBL1201780,1,0,0,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,"('A16AA05',)","('ALIMENTARY TRACT AND METABOLISM',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('Amino acids and derivatives',)","('carglumic acid',)",,,,,
675735,0,HEXAMINOLEVULINATE,CHEMBL1201784,2,0,0,CCCCCCOC(=O)CCC(=O)CN,"('V04CX06',)","('VARIOUS',)","('DIAGNOSTIC AGENTS',)","('OTHER DIAGNOSTIC AGENTS',)","('Other diagnostic agents',)","('hexaminolevulinate',)",,,,,
675749,0,SEVELAMER,CHEMBL1201798,0,0,0,C=CCN.ClCC1CO1,"('V03AE02',)","('VARIOUS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('Drugs for treatment of hyperkalemia and hyperphosphatemia',)","('sevelamer',)",,,,,
675812,0,DEXLANSOPRAZOLE,CHEMBL1201863,1,0,0,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,"('A02BC06',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR ACID RELATED DISORDERS',)","('DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)',)","('Proton pump inhibitors',)","('dexlansoprazole',)",,,,,
675813,0,DIENOGEST,CHEMBL1201864,1,1,0,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,"('G03DB08',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM',)","('PROGESTOGENS',)","('Pregnadien derivatives',)","('dienogest',)",Black Box Warning,"(None,)",,United States,
675842,0,DEFLAZACORT,CHEMBL1201891,1,0,0,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,"('H02AB13',)","('SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS',)","('CORTICOSTEROIDS FOR SYSTEMIC USE',)","('CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN',)","('Glucocorticoids',)","('deflazacort',)",,,,,
680641,0,PARECOXIB,CHEMBL1206690,2,0,0,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,"('M01AH04',)","('MUSCULO-SKELETAL SYSTEM',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS',)","('Coxibs',)","('parecoxib',)",,,,,
682106,0,ELAGOLIX,CHEMBL1208155,1,0,0,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,"('H01CC03',)","('SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS',)","('PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES',)","('HYPOTHALAMIC HORMONES',)","('Anti-gonadotropin-releasing hormones',)","('elagolix',)",,,,,
682593,0,THIOSULFURIC ACID,CHEMBL1208642,2,0,0,O=S(=O)(O)S,"('V03AB06',)","('VARIOUS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('Antidotes',)","('thiosulfate',)",,,,,
685193,1,PROPOXYPHENE,CHEMBL1213351,1,1,0,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,"('N02AC04',)","('NERVOUS SYSTEM',)","('ANALGESICS',)","('OPIOIDS',)","('Diphenylpropylamine derivatives',)","('dextropropoxyphene',)",,,,,
685974,0,PERAMPANEL,CHEMBL1214124,2,1,0,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,"('N03AX22',)","('NERVOUS SYSTEM',)","('ANTIEPILEPTICS',)","('ANTIEPILEPTICS',)","('Other antiepileptics',)","('perampanel',)",Black Box Warning,"(None,)",,United States,
686036,0,ROXITHROMYCIN,CHEMBL1214185,1,0,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,"('J01FA06',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS',)","('Macrolides',)","('roxithromycin',)",,,,,
688684,0,DEXTROSE,CHEMBL1222250,1,0,0,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,"('B05CX01', 'C05BB56', 'V04CA02', 'V06DC01')","('BLOOD AND BLOOD FORMING ORGANS', 'CARDIOVASCULAR SYSTEM', 'VARIOUS', 'VARIOUS')","('BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS', 'VASOPROTECTIVES', 'DIAGNOSTIC AGENTS', 'GENERAL NUTRIENTS')","('IRRIGATING SOLUTIONS', 'ANTIVARICOSE THERAPY', 'OTHER DIAGNOSTIC AGENTS', 'OTHER NUTRIENTS')","('Other irrigating solutions', 'Sclerosing agents for local injection', 'Tests for diabetes', 'Carbohydrates')","('glucose', 'glucose, combinations', 'glucose', 'glucose')",,,,,
691562,0,DOLUTEGRAVIR,CHEMBL1229211,1,0,0,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,"('J05AJ03',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Integrase inhibitors',)","('dolutegravir',)",,,,,
691867,0,VEMURAFENIB,CHEMBL1229517,2,0,0,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,"('L01EC01',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PROTEIN KINASE INHIBITORS',)","('B-Raf serine-threonine kinase (BRAF) inhibitors',)","('vemurafenib',)",,,,,
692258,0,ETHAMIVAN,CHEMBL1229908,2,0,0,CCN(CC)C(=O)c1ccc(O)c(OC)c1,"('R07AB04',)","('RESPIRATORY SYSTEM',)","('OTHER RESPIRATORY SYSTEM PRODUCTS',)","('OTHER RESPIRATORY SYSTEM PRODUCTS',)","('Respiratory stimulants',)","('etamivan',)",,,,,
694073,0,POLIDOCANOL,CHEMBL1231723,2,0,0,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,"('C05BB02',)","('CARDIOVASCULAR SYSTEM',)","('VASOPROTECTIVES',)","('ANTIVARICOSE THERAPY',)","('Sclerosing agents for local injection',)","('polidocanol',)",,,,,
696929,0,NITROUS OXIDE,CHEMBL1234579,2,0,0,N#[N+][O-],"('N01AX13', 'N01AX63')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('ANESTHETICS', 'ANESTHETICS')","('ANESTHETICS, GENERAL', 'ANESTHETICS, GENERAL')","('Other general anesthetics', 'Other general anesthetics')","('nitrous oxide', 'nitrous oxide, combinations')",,,,,
697236,0,OXYGEN,CHEMBL1234886,2,0,0,O=O,"('V03AN01',)","('VARIOUS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('ALL OTHER THERAPEUTIC PRODUCTS',)","('Medical gases',)","('oxygen',)",,,,,
699372,0,LURASIDONE,CHEMBL1237021,1,1,0,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,"('N05AE05',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANTIPSYCHOTICS',)","('Indole derivatives',)","('lurasidone',)",,,,,
699395,0,TRAMADOL,CHEMBL1237044,0,1,0,COc1cccc(C2(O)CCCCC2CN(C)C)c1,"('N02AX02',)","('NERVOUS SYSTEM',)","('ANALGESICS',)","('OPIOIDS',)","('Other opioids',)","('tramadol',)",,,,,
699405,0,PLICAMYCIN,CHEMBL1237054,1,0,0,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,"('L01DC02',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES',)","('Other cytotoxic antibiotics',)","('plicamycin',)",,,,,
699417,0,CALCIUM GLUCEPTATE,CHEMBL1237066,-1,0,0,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],"('A12AA10',)","('ALIMENTARY TRACT AND METABOLISM',)","('MINERAL SUPPLEMENTS',)","('CALCIUM',)","('Calcium',)","('calcium glucoheptonate',)",,,,,
699423,0,DIRITHROMYCIN,CHEMBL1237072,1,0,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,"('J01FA13',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS',)","('Macrolides',)","('dirithromycin',)",,,,,
699450,0,DOXACURIUM CHLORIDE,CHEMBL1237099,0,0,0,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-],"('M03AC07',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS',)","('Other quaternary ammonium compounds',)","('doxacurium chloride',)",,,,,
699470,0,TREPROSTINIL,CHEMBL1237119,1,0,0,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,"('B01AC21',)","('BLOOD AND BLOOD FORMING ORGANS',)","('ANTITHROMBOTIC AGENTS',)","('ANTITHROMBOTIC AGENTS',)","('Platelet aggregation inhibitors excl. heparin',)","('treprostinil',)",,,,,
699473,0,CARBOPROST,CHEMBL1237122,1,1,0,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,"('G02AD04',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('OTHER GYNECOLOGICALS',)","('UTEROTONICS',)","('Prostaglandins',)","('carboprost',)",,,,,
699483,0,CLEVIDIPINE,CHEMBL1237132,0,0,0,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,"('C08CA16',)","('CARDIOVASCULAR SYSTEM',)","('CALCIUM CHANNEL BLOCKERS',)","('SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS',)","('Dihydropyridine derivatives',)","('clevidipine',)",,,,,
701175,0,LETERMOVIR,CHEMBL1241951,1,0,0,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,"('J05AX18',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Other antivirals',)","('letermovir',)",,,,,
704780,0,FIDAXOMICIN,CHEMBL1255800,1,0,0,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,"('A07AA12',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS',)","('INTESTINAL ANTIINFECTIVES',)","('Antibiotics',)","('fidaxomicin',)",,,,,
704925,0,GLUTAMIC ACID HYDROCHLORIDE,CHEMBL1255943,-1,0,0,Cl.N[C@@H](CCC(=O)O)C(=O)O,"('A09AB01',)","('ALIMENTARY TRACT AND METABOLISM',)","('DIGESTIVES, INCL. ENZYMES',)","('DIGESTIVES, INCL. ENZYMES',)","('Acid preparations',)","('glutamic acid hydrochloride',)",,,,,
705377,0,PIRFENIDONE,CHEMBL1256391,2,0,0,Cc1ccc(=O)n(-c2ccccc2)c1,"('L04AX05',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('IMMUNOSUPPRESSANTS',)","('IMMUNOSUPPRESSANTS',)","('Other immunosuppressants',)","('pirfenidone',)",,,,,
705778,0,FORMOTEROL,CHEMBL1256786,0,1,0,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"('R03AC13',)","('RESPIRATORY SYSTEM',)","('DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES',)","('ADRENERGICS, INHALANTS',)","('Selective beta-2-adrenoreceptor agonists',)","('formoterol',)",,,,,
705834,1,NIALAMIDE,CHEMBL1256841,2,0,0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,"('N06AF02',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('ANTIDEPRESSANTS',)","('Monoamine oxidase inhibitors, non-selective',)","('nialamide',)",Withdrawn,"('Hepatotoxicity',)",Hepatotoxicity; Drug Interaction,United Kingdom; United States,1974.0
706010,0,PICOTAMIDE,CHEMBL1257015,2,0,0,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,"('B01AC03',)","('BLOOD AND BLOOD FORMING ORGANS',)","('ANTITHROMBOTIC AGENTS',)","('ANTITHROMBOTIC AGENTS',)","('Platelet aggregation inhibitors excl. heparin',)","('picotamide',)",,,,,
706046,0,TEDIZOLID,CHEMBL1257051,1,0,0,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,"('J01XX11',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER ANTIBACTERIALS',)","('Other antibacterials',)","('tedizolid',)",,,,,
706068,0,TECOVIRIMAT,CHEMBL1257073,1,0,0,O=C(NN1C(=O)[C@H]2[C@H]3C=C[C@H]([C@@H]4C[C@H]34)[C@H]2C1=O)c1ccc(C(F)(F)F)cc1,"('J05AX24',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Other antivirals',)","('tecovirimat',)",,,,,
708075,0,SOFOSBUVIR,CHEMBL1259059,1,1,0,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,"('J05AP08',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Antivirals for treatment of HCV infections',)","('sofosbuvir',)",Black Box Warning,"(None,)",,United States,
709600,0,EDOXABAN,CHEMBL1269025,1,1,0,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,"('B01AF03',)","('BLOOD AND BLOOD FORMING ORGANS',)","('ANTITHROMBOTIC AGENTS',)","('ANTITHROMBOTIC AGENTS',)","('Direct factor Xa inhibitors',)","('edoxaban',)",,,,,
712273,0,MIFEPRISTONE,CHEMBL1276308,1,1,0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,"('G03XB01', 'G03XB51')","('GENITO URINARY SYSTEM AND SEX HORMONES', 'GENITO URINARY SYSTEM AND SEX HORMONES')","('SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM', 'SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM')","('OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM', 'OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM')","('Progesterone receptor modulators', 'Progesterone receptor modulators')","('mifepristone', 'mifepristone, combinations')",Black Box Warning,"(None, 'Gastrotoxicity', 'Infections', 'Cardiotoxicity', 'Hematological toxicity')",,United States,
714243,0,FEDRATINIB,CHEMBL1287853,2,0,0,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,"('L01EJ02',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PROTEIN KINASE INHIBITORS',)","('Janus-associated kinase (JAK) inhibitors',)","('fedratinib',)",,,,,
715901,0,TIVOZANIB,CHEMBL1289494,2,0,0,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,"('L01EK03',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PROTEIN KINASE INHIBITORS',)","('Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors',)","('tivozanib',)",,,,,
716009,0,LENVATINIB,CHEMBL1289601,2,0,0,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,"('L01EX08',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PROTEIN KINASE INHIBITORS',)","('Other protein kinase inhibitors',)","('lenvatinib',)",,,,,
716337,0,AXITINIB,CHEMBL1289926,2,0,0,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,"('L01EK01',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('PROTEIN KINASE INHIBITORS',)","('Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors',)","('axitinib',)",,,,,
746768,0,PHENOTHRIN,CHEMBL1322884,0,0,0,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,"('P03AC03', 'P03AC53')","('ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS', 'ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS')","('ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS', 'ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS')","('ECTOPARASITICIDES, INCL. SCABICIDES', 'ECTOPARASITICIDES, INCL. SCABICIDES')","('Pyrethrines, incl. synthetic compounds', 'Pyrethrines, incl. synthetic compounds')","('phenothrin', 'phenothrin, combinations')",,,,,
753339,0,MOLSIDOMINE,CHEMBL1329455,2,0,0,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,"('C01DX12',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('VASODILATORS USED IN CARDIAC DISEASES',)","('Other vasodilators used in cardiac diseases',)","('molsidomine',)",,,,,
754676,0,ACETARSONE,CHEMBL1330792,2,0,0,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,"('A07AX02', 'G01AB01', 'P01CD02')","('ALIMENTARY TRACT AND METABOLISM', 'GENITO URINARY SYSTEM AND SEX HORMONES', 'ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS')","('ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS', 'GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS', 'ANTIPROTOZOALS')","('INTESTINAL ANTIINFECTIVES', 'ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS', 'AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS')","('Other intestinal antiinfectives', 'Arsenic compounds', 'Arsenic compounds')","('acetarsol', 'acetarsol', 'acetarsol')",,,,,
755100,0,HYOSCYAMINE,CHEMBL1331216,1,0,0,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,"('A03BA03',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('BELLADONNA AND DERIVATIVES, PLAIN',)","('Belladonna alkaloids, tertiary amines',)","('hyoscyamine',)",,,,,
757962,0,SODIUM HYPOCHLORITE,CHEMBL1334078,2,0,0,[Na+].[O-]Cl,"('D08AX07',)","('DERMATOLOGICALS',)","('ANTISEPTICS AND DISINFECTANTS',)","('ANTISEPTICS AND DISINFECTANTS',)","('Other antiseptics and disinfectants',)","('sodium hypochlorite',)",,,,,
794445,0,AMINOPHYLLINE,CHEMBL1370561,2,0,0,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,"('R03DA05', 'R03DA55')","('RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM')","('DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES', 'DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES')","('OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES', 'OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES')","('Xanthines', 'Xanthines')","('aminophylline', 'aminophylline, combinations')",,,,,
